Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Class
AA,710,DFW,LGA,3,555,200,0
FL,964,ATL,ACY,5,950,112,1
WN,748,HOU,MCO,3,880,130,0
9E,4120,ATL,PHF,2,660,109,1
WN,2820,CLE,BNA,4,1030,100,1
XE,2130,OMA,EWR,3,427,172,0
FL,540,ATL,PHX,6,650,270,0
UA,307,BWI,LAX,3,1009,354,1
AA,1026,DFW,MCI,5,425,95,0
WN,933,BDL,BWI,2,510,75,1
9E,4190,DTW,BHM,6,935,123,0
XE,2414,MSY,CLE,5,670,133,1
AA,607,ORD,LAX,2,1215,275,1
B6,703,JFK,SJU,1,420,227,0
WN,617,MDW,MCI,2,1185,90,1
9E,3890,DLH,DTW,4,390,112,0
UA,338,DEN,DFW,5,1228,119,0
WN,691,MSY,DAL,7,985,85,1
DL,1305,DTW,MCO,7,600,159,1
MQ,3310,DFW,CID,6,830,120,0
EV,7091,IAD,SAV,5,1025,105,0
MQ,3641,MIA,CMH,4,1045,160,0
AS,581,SNA,PDX,1,405,159,0
XE,2314,ELP,IAH,3,520,111,0
B6,107,BUF,JFK,3,350,83,0
WN,767,SAT,LAS,1,905,175,0
US,1198,PBI,DCA,1,720,135,0
YV,2728,ELP,PHX,4,700,82,0
WN,1323,GEG,OAK,4,465,135,0
WN,682,DEN,PHX,3,475,125,0
EV,7087,IAD,JFK,1,1020,96,1
CO,1437,TPA,IAH,1,385,142,1
YV,2752,SBA,PHX,2,1135,86,0
FL,723,BWI,MSY,2,770,175,1
DL,1422,DTW,BOS,5,835,113,1
YV,7295,SBN,ORD,3,1036,49,1
FL,528,MEM,ATL,1,1157,77,1
DL,2604,LAX,SLC,1,984,111,1
YV,2848,PHX,YUM,4,875,71,0
WN,170,MDW,STL,2,440,70,1
FL,649,GRR,BWI,5,365,90,0
WN,2633,SAN,SFO,2,770,90,1
WN,537,ONT,SMF,7,1145,80,1
DL,2695,DCA,MIA,7,910,156,0
XE,2364,EWR,STL,3,885,167,0
DL,2675,DCA,MCO,4,1200,148,1
AS,38,SEA,MSP,4,747,203,1
AA,2317,ORD,DFW,7,635,155,1
OH,6371,ATL,LEX,4,815,72,0
UA,612,ORD,DCA,3,725,111,0
EV,7109,IAD,PIT,6,775,59,0
FL,865,ATL,MCO,1,530,91,0
OO,4781,SLC,AUS,6,870,178,1
WN,1139,MSP,MDW,3,645,90,1
WN,932,BDL,FLL,3,455,195,0
AA,1140,DFW,ATL,1,475,125,1
UA,750,ORD,BWI,5,531,112,1
F9,377,MKE,DEN,2,510,155,1
OO,6494,SFO,BFL,4,444,74,0
DL,1160,SLC,IND,3,1020,193,1
DL,116,TPA,ATL,5,807,96,1
OO,6615,GTF,DEN,2,829,112,1
US,1047,DCA,CLT,2,1035,92,0
FL,367,LGA,ATL,6,958,159,1
US,95,PDX,PHX,7,1225,147,1
OH,6497,MEM,AUS,4,820,122,1
DL,1912,ATL,RIC,3,1290,101,0
WN,860,MKE,PHX,4,840,235,0
OO,4575,OKC,SLC,6,390,142,0
WN,3658,RDU,DEN,4,540,250,0
DL,2490,PDX,MSP,5,410,196,0
EV,5574,CAK,ATL,2,792,116,1
DL,2633,MDW,ATL,4,992,120,1
DL,2105,TPA,MSP,3,480,207,0
AA,2536,MIA,BOS,5,1045,190,0
WN,888,BUR,OAK,2,435,75,1
XE,2826,IAH,DAL,5,690,61,0
WN,1995,SAN,SFO,4,790,90,0
EV,7085,GSP,IAD,5,618,82,1
B6,454,FLL,BOS,1,720,182,1
MQ,2945,DFW,GRR,6,530,140,0
HA,157,OGG,HNL,4,735,34,1
OH,6461,BOS,JFK,4,450,87,0
OO,6955,ORD,BOI,4,720,230,1
WN,2912,CLE,BWI,7,695,75,0
OO,6279,SNA,SFO,3,1027,80,0
OO,6281,AUS,ORD,3,829,155,0
CO,350,EWR,AUS,2,400,263,0
DL,2716,JAX,ATL,5,919,77,0
US,1478,PHX,DEN,1,795,109,0
WN,2177,BUF,FLL,5,645,190,1
AS,104,ANC,SEA,4,1140,202,0
DL,2924,DTW,MEM,1,1045,131,1
WN,763,PHX,ONT,4,970,70,1
WN,3147,PHX,LAX,1,530,85,0
DL,2089,MSP,SNA,4,585,242,0
YV,2638,ILM,CLT,4,1079,76,0
WN,113,FLL,BNA,6,545,145,0
UA,627,DCA,ORD,1,1065,132,0
AA,874,ORD,BOS,2,1150,135,1
WN,3586,PVD,BWI,1,860,80,1
WN,194,SDF,STL,7,1150,70,1
WN,998,SAT,BWI,2,635,190,1
XE,2636,SAT,IAH,6,760,59,0
US,1989,RDU,CLT,5,435,65,0
OH,6355,PIT,CVG,3,714,81,1
DL,2860,ATL,PWM,1,866,149,0
MQ,3388,TYS,DFW,4,975,155,0
9E,3724,MLI,DTW,3,630,97,0
CO,1049,SFO,EWR,2,520,318,1
9E,4303,MCI,MEM,7,670,84,1
DL,1546,PHX,ATL,1,720,220,1
WN,903,MCI,MDW,1,1015,85,1
UA,84,HNL,LAX,7,1294,331,0
CO,549,SFO,EWR,6,810,326,1
EV,4984,DCA,BOS,3,475,95,0
OH,6543,BHM,LGA,2,879,156,1
OO,6627,ORD,MEM,1,957,103,0
MQ,2984,DFW,CSG,4,1120,115,1
XE,3061,OKC,IAH,7,728,84,0
EV,5234,DTW,ROC,2,460,83,1
OO,6555,DEN,GJT,1,494,57,0
OO,6897,LAX,SAN,4,510,46,0
XE,2321,CVG,IAH,2,705,159,0
WN,380,SFO,DEN,4,370,155,0
FL,285,ATL,HOU,2,1270,134,1
OH,6758,DTW,TYS,1,910,98,1
B6,115,JFK,MSY,4,1248,211,0
MQ,4377,BOS,JFK,1,545,80,1
F9,797,DEN,PDX,4,1270,162,1
XE,2054,IAH,RSW,5,649,140,0
F9,612,DEN,IND,2,1150,140,1
EV,5395,AEX,ATL,6,684,100,0
US,490,PHX,DEN,6,955,105,0
CO,485,PDX,EWR,7,460,304,0
WN,2441,BWI,MCO,3,450,145,1
FL,191,DCA,ATL,5,600,120,0
DL,1858,ATL,RDU,3,453,83,0
YV,2878,PHX,ELP,1,790,75,0
FL,653,ATL,SAT,7,1270,161,1
WN,719,BWI,MCO,2,1005,140,1
OH,6352,MEM,EWR,4,1150,164,1
WN,1755,SJC,LAX,3,1200,70,1
FL,467,BWI,ATL,3,884,121,0
OO,6560,SFO,SMF,4,654,43,0
DL,1328,ATL,RDU,3,1231,86,0
9E,3956,PHL,DTW,3,566,121,1
OO,4696,OAK,SLC,4,609,107,1
WN,894,BWI,MHT,2,935,75,1
UA,185,PHL,SFO,2,372,387,0
WN,2797,LAS,BUR,6,530,65,0
EV,5449,BHM,ATL,7,1020,69,1
WN,1385,MDW,ORF,2,1240,120,1
OH,6401,CVG,MEM,3,455,104,0
CO,1451,AUS,IAH,1,505,55,0
WN,1118,ELP,LAX,1,1135,130,1
DL,1296,ATL,MKE,4,1168,130,1
AS,678,SEA,DEN,5,1135,154,0
OO,6447,HSV,DEN,5,473,197,1
WN,3512,DEN,STL,4,555,120,0
DL,2118,MCO,ATL,3,630,89,0
AA,411,DFW,SNA,1,815,200,0
WN,3762,SAN,LAS,3,800,70,0
WN,1534,BWI,HOU,5,695,225,0
9E,4127,BDL,RDU,3,405,123,1
CO,463,ORD,IAH,3,335,165,0
CO,1434,PHX,EWR,3,720,276,0
FL,868,MSP,ATL,5,420,156,0
US,1223,SYR,DCA,3,370,82,0
9E,3872,BNA,DTW,2,945,110,0
MQ,4668,ATL,LGA,7,690,135,0
OO,6422,ORD,CRW,1,844,82,1
DL,1041,ATL,PDX,1,1130,334,0
YV,2839,PHX,FLG,7,587,65,1
AA,2097,OKC,DFW,5,520,65,0
AA,437,DCA,MIA,5,670,160,0
FL,483,BWI,MCO,6,1218,141,0
XE,2059,EWR,IND,3,820,134,0
CO,1103,ORD,EWR,2,720,128,0
FL,1255,TPA,IND,2,740,136,0
DL,2933,DTW,SAN,4,1165,302,1
EV,5551,VPS,ATL,2,465,79,0
US,239,SLC,PHX,1,1020,98,1
US,2171,LGA,DCA,4,660,76,1
MQ,3844,ORD,ATL,3,495,120,0
WN,51,DAL,HOU,6,1140,65,1
YV,7249,ORD,CLT,6,666,109,1
DL,1178,ATL,GSP,6,1135,60,0
OO,6384,SFO,SNA,7,511,92,1
WN,1279,HOU,OKC,5,1245,80,1
US,280,SAT,PHX,4,505,160,0
US,544,SEA,PHX,1,510,166,0
EV,5285,GSO,ATL,5,835,95,0
UA,235,DEN,LAX,7,1037,157,0
EV,5448,MGM,ATL,4,789,76,0
WN,2919,LAS,ELP,7,605,100,1
AA,1952,ABQ,DFW,5,715,100,0
DL,1051,ATL,DTW,5,825,122,0
US,2122,LGA,BOS,6,600,71,0
HA,242,HNL,ITO,3,1176,51,0
F9,146,DEN,HOU,1,707,137,0
UA,412,SAT,IAD,1,706,201,1
WN,1779,MDW,OMA,7,800,90,0
MQ,3869,ORD,SAT,3,885,175,1
DL,1116,PNS,ATL,3,713,74,0
WN,3483,MDW,TPA,6,635,160,1
UA,758,SFO,DEN,4,515,149,0
MQ,3096,SAN,LAX,3,1255,50,0
DL,1229,ATL,PBI,1,1330,106,0
AA,374,TUS,ORD,6,410,205,0
DL,2335,ATL,JAX,7,887,69,1
DL,1562,MEM,DTW,7,600,117,0
DL,2370,LGA,PBI,4,1079,190,1
DL,697,ATL,PNS,6,1045,78,0
9E,3740,DTW,SWF,4,625,102,0
US,117,SFO,LAS,3,1135,88,0
US,958,FLL,PHL,3,595,157,0
OO,3047,DSM,MKE,4,835,66,0
WN,293,SAN,OAK,1,995,85,1
UA,351,PIT,ORD,1,982,103,0
OH,6409,EWR,CVG,7,1056,139,1
WN,738,DEN,SEA,2,1230,190,0
MQ,2907,DFW,CVG,4,915,130,1
UA,652,DEN,MCO,5,1050,211,0
WN,2108,TPA,HOU,1,1155,150,1
WN,748,DEN,OKC,3,590,90,1
AS,860,HNL,SEA,7,550,340,0
B6,582,FLL,HPN,6,505,165,1
OO,7008,CIC,SFO,3,360,65,0
MQ,2860,VPS,DFW,2,945,135,0
WN,1444,ORF,BWI,5,485,55,0
DL,2394,ATL,PHL,7,1065,127,0
OO,6851,SMF,DEN,5,662,137,1
AA,1145,BWI,DFW,1,555,220,0
WN,1101,BUR,OAK,1,1115,70,1
US,1475,PHL,ATL,1,1230,138,0
CO,1448,IAH,FLL,4,640,147,1
DL,1272,CAE,ATL,2,375,76,1
DL,2876,MEM,MCI,3,845,94,0
DL,2432,DTW,RSW,7,1180,178,1
FL,810,BOS,BWI,3,990,85,0
YV,2734,AUS,PHX,4,920,150,0
US,1106,CLT,PHL,7,680,95,0
WN,2449,JAN,HOU,4,410,85,0
EV,5601,OKC,ATL,6,796,122,0
YV,2614,AUS,CLT,7,1019,154,0
AA,1143,TPA,DFW,3,360,170,0
UA,50,KOA,DEN,6,1275,413,1
MQ,3351,DFW,LBB,3,870,70,1
MQ,3074,LAX,RNO,7,365,90,0
AA,2065,DFW,DEN,2,525,125,0
US,1491,EWR,CLT,4,1109,126,1
FL,273,BOS,ATL,1,520,180,0
WN,859,MDW,LAS,1,695,245,1
WN,1256,BOI,OAK,3,1135,105,0
DL,1143,ATL,STL,5,450,100,0
WN,275,RSW,MDW,3,685,180,0
DL,2502,MCO,CVG,3,485,134,0
WN,709,ABQ,OAK,3,860,155,0
MQ,4026,ORD,GRB,3,1110,60,0
FL,739,MKE,MSP,5,629,73,0
MQ,2925,BTR,DFW,2,525,90,0
WN,1605,SJC,BUR,2,1130,60,1
XE,3073,GRR,EWR,4,1130,115,0
DL,2783,ATL,AUS,7,833,155,1
MQ,2871,JAN,DFW,7,505,95,1
WN,1028,LAS,DEN,3,360,115,1
OO,6396,CEC,SFO,7,551,98,0
MQ,4336,ORD,EVV,5,535,70,1
XE,3053,CLE,PHL,4,450,88,0
OO,6428,SFO,MFR,7,1254,73,1
DL,2541,PIT,ATL,7,873,123,1
XE,2515,IAH,HRL,6,1280,65,0
AA,1082,LAS,ORD,6,740,220,1
CO,1501,EWR,FLL,2,1145,189,0
UA,168,SJC,DEN,1,884,153,0
WN,1128,AUS,ELP,7,1235,100,0
DL,1378,LGA,BOS,2,630,72,0
DL,2334,SFO,SLC,7,777,113,1
B6,172,SMF,JFK,5,1424,308,0
XE,2109,EWR,DTW,3,875,119,1
WN,661,DEN,MDW,3,550,140,0
UA,721,DEN,SFO,3,678,174,1
B6,520,MCO,EWR,2,485,145,0
MQ,2775,DFW,ROW,4,1200,90,1
WN,1058,SAT,BNA,7,880,125,1
WN,2904,LAX,SFO,7,1185,75,1
WN,2142,STL,MCI,6,650,65,1
US,1775,PHL,DCA,7,1065,55,0
US,942,SFO,CLT,5,1340,284,0
FL,1438,MCO,MSP,2,695,209,0
EV,7067,MHT,IAD,7,478,110,0
AA,2428,LAX,DFW,4,540,190,0
MQ,3682,MIA,MEM,1,1240,155,1
AA,102,HNL,DFW,2,1205,430,0
YV,2773,PHX,PSP,3,520,67,0
DL,1292,SAN,ATL,6,663,247,1
DL,2543,EWR,ATL,2,820,150,1
AA,1194,MIA,BDL,5,1235,175,0
UA,382,ORD,IAD,4,524,113,0
YV,2677,SAV,CLT,7,667,74,0
WN,1116,LAS,RNO,2,1020,75,0
B6,916,ORD,JFK,5,960,137,0
DL,2535,LGA,MSY,4,775,211,0
EV,5066,VPS,ATL,1,547,73,0
DL,2214,SEA,MSP,5,677,193,1
AA,1361,HSV,DFW,4,385,135,0
EV,5465,DTW,TUL,2,925,145,0
WN,1766,PIT,PHL,3,920,90,1
WN,1198,BNA,PHX,3,550,240,1
OO,6411,LAX,SBP,1,781,61,0
OO,6329,SFO,ACV,5,420,86,1
DL,1610,DEN,DTW,5,485,169,0
EV,7110,IAD,PWM,1,1020,92,1
CO,56,MCO,EWR,7,775,157,1
UA,758,DEN,ICT,3,810,82,0
AA,1488,DEN,MIA,5,1435,220,1
MQ,3964,BWI,ORD,3,665,130,1
EV,7110,IAD,PWM,6,1020,92,0
AS,730,SEA,IAH,1,680,250,1
AS,520,SEA,BUR,5,940,142,1
HA,335,OGG,HNL,4,980,34,1
WN,1388,LAS,PDX,6,555,145,1
DL,2604,LAX,SLC,5,984,111,1
AS,21,ORD,SEA,3,480,280,0
DL,1091,SLC,SNA,7,1010,113,1
AA,557,MIA,ORD,5,660,190,0
DL,1979,ATL,GRR,3,574,120,1
9E,4002,MEM,BHM,5,1180,65,0
WN,1152,OAK,SLC,3,1215,100,1
US,2037,BOS,DCA,4,840,94,1
WN,661,DEN,MDW,2,550,140,0
UA,355,ATL,ORD,1,510,117,0
HA,360,HNL,ITO,4,1036,51,0
EV,5043,HPN,ATL,5,769,156,1
OO,4751,BOI,SLC,5,1175,73,1
WN,337,ABQ,MCO,5,920,200,0
FL,922,ATL,MCI,6,933,132,0
MQ,2902,DFW,SAF,6,655,110,1
OO,7047,GRB,ORD,1,730,60,0
F9,328,MKE,BOS,3,822,133,1
WN,3575,BNA,MCI,1,1030,105,1
DL,1426,FLL,ATL,4,1130,120,1
AA,556,SAN,ORD,5,725,250,0
9E,3800,PHF,ATL,5,1050,124,1
US,1109,JFK,CLT,2,720,124,0
AA,2024,DFW,BNA,4,730,100,0
XE,5893,AVP,ORD,3,1075,144,1
9E,3769,DTW,LEX,1,950,78,0
XE,2758,ELP,IAH,1,991,107,1
EV,5471,CLE,ATL,1,877,117,1
B6,1281,BOS,RIC,5,420,108,1
MQ,3633,MIA,CLT,5,435,120,1
UA,312,IAD,BDL,6,1015,80,1
9E,4185,PIT,MEM,3,430,143,0
OO,6251,ORD,ORF,7,360,121,0
MQ,3948,OMA,ORD,4,1030,105,0
AA,1578,DFW,STL,3,865,95,0
FL,271,BOS,ATL,6,719,176,0
WN,1917,MCO,RDU,5,725,95,0
OO,6243,ORD,HPN,2,445,121,1
DL,1783,SLC,LAS,4,821,82,1
F9,363,SDF,DEN,2,993,175,1
HA,374,LIH,HNL,2,913,32,1
UA,382,ORD,IAD,4,524,113,1
WN,752,SJC,DEN,4,780,145,1
CO,544,IAH,CLE,6,465,161,1
EV,5354,OAJ,ATL,1,704,95,1
AA,1017,STL,DFW,5,1130,115,0
FL,841,ATL,MCO,6,1250,86,0
EV,5247,ATL,BHM,2,630,57,1
OO,4680,SLC,EUG,7,692,115,0
CO,497,IAH,LAS,4,550,205,1
B6,583,HPN,FLL,1,525,179,0
US,2177,LGA,DCA,4,840,72,0
B6,681,BOS,DCA,6,580,101,0
OO,4870,RNO,SLC,4,615,84,1
CO,192,EWR,MCO,3,530,185,1
DL,2273,ATL,MIA,6,1315,117,0
OH,6742,DTW,SDF,3,720,89,0
UA,902,DEN,IAD,7,645,197,1
XE,5934,ORD,CVG,4,430,68,1
WN,461,PHL,JAX,1,790,150,1
EV,4939,TRI,ATL,6,611,70,1
WN,950,SAT,DAL,1,840,55,1
OO,7033,TUS,LAX,6,882,91,0
UA,179,BOS,SFO,6,1060,418,0
UA,60,KOA,LAX,7,807,324,1
EV,5591,ATL,TLH,5,895,68,0
AA,2448,LAX,DFW,5,825,180,0
DL,1811,ATL,DFW,2,1140,147,1
YV,2654,CLT,IAD,1,455,79,0
WN,500,HOU,MSY,3,855,60,1
EV,5093,ATL,DHN,1,1315,63,0
OO,6560,BOI,SFO,5,480,123,1
WN,748,HOU,MCO,4,880,130,1
UA,410,DEN,CMH,5,608,163,1
WN,2987,BWI,MHT,4,715,75,1
OH,6673,JFK,DCA,5,1042,98,0
DL,125,ATL,LAX,1,960,307,1
WN,339,LAS,TUL,4,845,155,1
WN,3658,SJC,BUR,3,845,60,0
AS,52,BRW,FAI,6,1220,80,1
MQ,3352,DFW,XNA,7,680,70,0
MQ,3247,DFW,LIT,3,1050,70,0
B6,574,PBI,HPN,1,620,160,0
FL,922,ATL,MCI,1,933,132,0
US,1704,DFW,CLT,1,1055,143,0
OO,6876,DEN,PDX,1,507,172,0
DL,2929,MSP,FLL,3,1160,215,1
WN,1656,BOI,PDX,7,610,75,1
WN,133,MDW,OMA,5,990,90,1
XE,5920,CLE,IAD,4,1197,74,1
EV,5116,JAN,ATL,5,623,91,1
OH,6310,BNA,CVG,3,965,66,0
OO,6611,DEN,BOI,4,510,128,1
DL,630,DTW,DCA,7,835,93,1
US,1880,MCO,DCA,4,810,123,1
AS,609,LAS,SEA,7,1135,159,0
OO,6270,GEG,SFO,1,360,136,0
CO,1705,IAH,MFE,5,1110,79,1
MQ,4436,BNA,DCA,7,390,105,0
WN,2882,BHM,JAX,7,695,70,1
YV,2629,CLT,CLE,4,1065,96,1
YV,1024,KOA,HNL,2,609,40,0
MQ,4493,STL,JFK,6,620,155,1
CO,1630,IAH,PBI,6,805,134,1
DL,2175,MSP,DFW,2,865,150,0
CO,570,IAH,SFO,1,1060,260,1
WN,590,LAX,LAS,5,620,60,1
FL,804,BOS,BWI,5,1170,90,1
EV,5050,FNT,ATL,2,1107,148,1
WN,847,SEA,DEN,7,815,155,1
DL,1395,BOS,LGA,4,1050,77,0
B6,735,JFK,BQN,7,355,215,1
WN,2706,AUS,MDW,4,545,155,0
OH,6440,CVG,MSN,3,1240,89,0
MQ,3501,DFW,GUC,7,865,115,1
AA,1195,DFW,AUS,4,1280,55,1
9E,4306,DTW,SCE,7,880,76,1
DL,2360,MIA,ATL,7,770,120,1
AA,550,LAS,DFW,3,1030,150,0
DL,2087,SAT,MSP,7,380,171,1
US,239,PHX,DTW,3,1180,220,1
UA,386,DEN,BOS,5,751,226,1
OH,6578,DTW,XNA,4,520,147,0
MQ,4339,ORD,TOL,5,975,55,0
XE,2963,EWR,PVD,2,519,70,0
UA,752,DEN,BWI,6,540,201,1
AA,2246,LAX,AUS,4,1050,170,1
DL,1578,EYW,ATL,4,740,120,1
XE,2352,EWR,OMA,1,480,202,0
US,703,PHL,PIT,6,1120,89,0
CO,1594,LAX,IAH,1,570,189,1
AA,1495,JAX,DFW,2,425,175,0
XE,3044,OMA,IAH,4,955,139,0
CO,212,IAH,SJU,2,615,247,1
XE,2898,IAH,OKC,6,1275,83,0
EV,5164,ATL,CAE,4,1143,64,0
UA,254,DEN,ORD,6,1025,140,0
YV,2615,CLT,CLE,4,690,100,1
AA,599,LGA,MIA,3,630,195,0
EV,5243,ATL,MGM,5,950,57,0
WN,309,TPA,MCI,1,500,175,0
WN,255,PHL,PIT,7,415,75,1
WN,534,TUL,DAL,4,1225,60,0
AA,745,LGA,DFW,2,795,250,1
EV,7088,IAD,ROA,1,1121,60,1
WN,3067,MCI,DAL,3,1245,90,0
EV,4981,ATL,GSP,2,910,59,1
WN,429,DEN,MDW,3,990,145,1
EV,5603,ATL,LFT,5,500,108,0
AA,1068,MIA,DCA,2,610,140,1
HA,324,LIH,HNL,5,1370,30,0
WN,775,LAS,OAK,3,1135,90,1
EV,5097,ATL,MYR,2,1140,74,0
HA,2,HNL,LAX,5,905,325,1
US,33,HNL,PHX,1,840,362,1
B6,1,JFK,FLL,4,485,187,0
UA,356,SEA,DEN,7,860,152,0
AA,2225,RDU,DFW,7,620,190,1
DL,1835,ATL,SLC,6,1290,263,1
US,2024,DCA,BOS,5,510,82,0
DL,2226,FLL,ATL,6,605,113,0
AA,1206,PHX,ORD,4,1040,200,1
XE,2982,CLE,DCA,3,1005,72,0
MQ,4488,CRW,LGA,1,400,99,0
MQ,4084,ORD,FAR,7,860,110,1
DL,2096,MSP,LGA,6,600,162,1
YV,2748,TUS,PHX,6,540,60,0
B6,407,BOS,PHX,1,460,347,0
WN,1315,BWI,FLL,5,540,160,0
FL,847,ATL,MCO,4,1345,82,0
WN,1163,MDW,CMH,3,590,65,1
MQ,3954,ORD,GRB,4,545,55,1
DL,1434,MCO,LGA,6,730,156,1
WN,1474,ABQ,PHX,7,1245,75,0
DL,1119,ATL,RIC,7,1000,94,0
WN,1949,TPA,BHM,4,480,85,0
DL,2678,MCO,DCA,2,1195,128,0
HA,263,ITO,HNL,1,972,49,0
DL,1084,ANC,MSP,2,360,328,0
AA,456,AUS,DFW,2,875,65,1
XE,2948,IAH,MKE,2,955,150,0
B6,1795,DCA,FLL,3,470,151,0
WN,1099,STL,SDF,3,1080,55,1
EV,5097,CAK,ATL,4,960,112,0
EV,7074,ORD,ALB,4,660,111,0
WN,2445,BUR,PHX,7,1210,80,0
EV,5019,ATL,CSG,6,590,53,0
B6,967,JFK,LAX,4,1261,374,0
WN,877,ELP,DAL,5,665,95,0
WN,174,LAS,BUR,2,590,65,1
UA,616,ORD,DCA,5,840,111,0
B6,1087,JFK,CLT,4,1310,118,1
OO,6956,FAT,DEN,4,933,134,0
WN,2193,STL,TPA,3,570,140,1
US,480,DTW,PHX,5,1060,267,0
UA,59,DEN,SFO,1,360,169,0
XE,2886,AMA,IAH,1,994,101,0
EV,5374,CAK,ATL,5,360,124,0
DL,1305,DTW,MCO,4,600,159,1
DL,2876,MEM,MCI,1,845,94,0
XE,2465,IAH,MAF,3,1005,89,0
WN,2808,DEN,STL,2,710,120,1
9E,3825,SGF,MEM,5,1020,66,0
YV,2731,TUS,PHX,5,866,49,0
EV,4952,ELP,ATL,1,819,176,1
US,24,PHX,LAX,3,515,85,0
UA,565,SFO,LAX,3,1285,90,1
MQ,4177,ORD,AZO,5,925,50,1
9E,3796,DTW,BGR,6,1295,128,1
WN,1199,HOU,MSY,1,485,60,0
OO,6464,ELP,DEN,6,390,112,0
MQ,3394,BTR,DFW,2,1195,90,0
WN,494,PHX,SAN,3,1050,65,1
9E,3667,SWF,DTW,5,754,111,1
WN,498,ONT,LAS,1,1090,60,1
WN,252,MDW,SNA,7,705,265,1
OO,6986,ORD,TVC,4,510,60,0
MQ,2920,CMI,DFW,1,440,145,0
CO,1581,EWR,SEA,5,530,384,0
UA,920,IAH,ORD,1,495,154,1
DL,2470,ATL,CLT,3,740,69,0
CO,1834,EWR,SEA,5,725,369,0
WN,2529,IND,DEN,1,360,185,0
DL,2137,MEM,DTW,4,505,115,0
WN,877,DAL,LBB,5,850,65,1
YV,2790,PHX,LGB,4,920,78,0
US,308,ATL,CLT,5,430,75,0
XE,2238,GSP,EWR,2,660,108,1
DL,2915,ATL,PHX,7,515,270,0
UA,841,LAX,SFO,1,1298,84,0
DL,2114,SEA,MSP,4,770,202,1
CO,491,MIA,IAH,7,1100,170,1
OH,6612,SYR,JFK,6,1032,103,0
FL,145,DTW,ATL,1,1015,123,0
DL,2615,ATL,PHX,2,990,258,1
MQ,2718,DSM,DFW,4,600,125,0
XE,2750,IAH,HSV,2,610,104,1
DL,2837,ATL,SAT,5,590,165,1
F9,198,DAY,DEN,1,970,184,0
OO,7027,DEN,SLC,5,921,85,1
OH,6355,MKE,DTW,7,840,79,0
EV,5377,MLI,ATL,6,735,116,1
OO,4444,SLC,RAP,3,590,95,0
FL,74,FLL,ATL,1,777,117,1
DL,2202,LAS,ATL,7,896,232,1
WN,1815,AUS,LAS,7,855,185,1
DL,1456,ATL,BUF,5,810,121,0
EV,5534,BTR,ATL,1,435,99,0
CO,1594,LAX,IAH,2,570,189,1
FL,829,SRQ,MKE,4,1133,152,0
MQ,2758,BTR,DFW,5,950,90,1
AA,736,MCI,DFW,6,700,100,0
YV,1964,HNL,ITO,1,1095,49,0
UA,303,JFK,SFO,5,360,404,0
EV,5587,ATL,LFT,1,941,106,1
WN,2285,ISP,MDW,5,980,160,1
FL,1423,TPA,IND,3,845,136,0
OO,4692,SLC,OKC,3,585,140,1
FL,70,FLL,ATL,6,1181,114,0
XE,5988,ORD,FSD,3,655,96,0
EV,5047,ATL,OKC,3,834,138,1
9E,3845,DTW,LAN,4,525,39,0
FL,1260,FLL,LEX,4,883,145,1
UA,239,MSY,LAX,5,445,264,0
OO,6388,DEN,ABQ,3,919,70,1
US,1019,PVD,CLT,5,385,143,0
B6,1440,LGB,SFO,2,951,79,1
WN,1181,HOU,ELP,5,795,120,1
AA,1857,BWI,SJU,5,485,225,1
9E,4387,COU,MEM,6,990,75,0
UA,673,ORD,DFW,4,742,159,0
9E,4150,IND,DCA,1,743,95,0
WN,2145,SAT,DAL,5,745,60,0
WN,31,DAL,HOU,2,840,60,0
AA,1558,DFW,TUL,3,655,60,0
WN,1082,BWI,PVD,4,430,70,1
DL,2591,MSP,MIA,5,700,218,1
DL,1494,ATL,PHL,4,515,135,0
XE,2174,IAH,PNS,5,795,88,0
HA,185,OGG,HNL,1,675,34,1
OH,6498,ORD,ATL,6,350,128,0
WN,1315,OAK,ONT,2,585,70,1
WN,1685,STL,TPA,4,1160,135,1
9E,3934,MEM,PIT,4,505,120,0
WN,3814,MKE,MCO,1,530,170,0
EV,5405,ATL,DSM,3,815,139,0
B6,742,SJU,MCO,2,361,184,0
CO,795,IAH,LAX,3,940,228,1
MQ,3825,SLC,ORD,1,430,200,0
WN,1855,ABQ,DAL,5,455,100,1
AA,1629,RIC,DFW,7,420,215,0
AS,326,SEA,SJC,2,775,127,0
DL,2133,MSP,ATL,5,930,154,1
HA,166,HNL,OGG,4,740,38,0
FL,1204,RSW,MDW,5,650,180,1
OH,6742,DTW,SDF,6,720,89,0
OO,6228,ELP,DEN,5,453,116,0
EV,5122,MCI,DTW,5,623,121,1
CO,810,IAH,EWR,6,790,197,1
XE,2636,SAT,IAH,1,711,59,1
MQ,3757,SAT,ORD,5,1090,160,1
WN,694,MDW,CMH,3,985,65,1
WN,1752,AUS,PHX,7,1090,155,1
DL,1492,PHX,MSP,5,475,187,1
XE,2167,IAH,TUS,3,540,163,0
AA,1782,MCO,JFK,3,1180,155,1
WN,862,MDW,BNA,1,640,80,0
UA,528,MSP,ORD,1,416,84,0
OO,6953,ORD,BOI,1,740,229,1
US,705,CLT,PHX,4,1069,275,1
MQ,3731,ORD,MSP,4,1350,85,0
FL,840,MCO,ATL,4,589,92,0
OO,4780,SLC,GTF,5,1207,85,1
